VIN,ALERT_ID,COLLISION_SPEED,DATA_RECEIVED_TIMESTAMP,RECORDED_AT_TIMESTAMP,DEALER,DELTA_SPEED,EVENT_TYPE,IMPACT_DIRECTION,LOCATIONS,DRIVER_BEHAVIOUR,PEEK_ACCELERATION,SEVERITY,STATUS
c0d1a931a2e6a0be9,2459475915a512a57fdafafe3623417eb06cd11f101800a8e44c7c78c522fc52,,2025-04-28 12:23:16.000,2025-04-28 11:23:32.000,"{
  ""_id"": ""00CD4-9EE1B-C38AA-97400-01260-3"",
  ""name"": ""Toyota Gdańsk Carter"",
  ""nmsc"": ""tpl"",
  ""country"": ""pl""
}",,eCall,,"[
  {
    ""position"": 0,
    ""longitude"": 1.896511100000000e+01,
    ""latitude"": 5.372081100000000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 11:23:32.000 Z""
  }
]","{
  ""acceleratorUsage"": null,
  ""breakUsage"": null,
  ""steerUsage"": null
}",,,COLLISION_CONFIRMED
cd168ffecf6799472,2acaeecff84b489c1b55b60aa74375634f8d94cf83629a84e5fa0b1542240366,27.92,2025-04-28 10:44:14.000,2025-04-28 10:44:01.000,"{
  ""_id"": ""f36c5e69-8349-4543-b046-748878567685"",
  ""name"": ""Currie Motors (Kingston)"",
  ""nmsc"": ""tgb"",
  ""country"": ""gb""
}",18.6,Severe Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": -1.831944444444444e-01,
    ""latitude"": 5.138851562500000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:43:55.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": -1.831879340277778e-01,
    ""latitude"": 5.138850911458334e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:43:56.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": -1.831835937500000e-01,
    ""latitude"": 5.138850477430555e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:43:57.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": -1.831749131944445e-01,
    ""latitude"": 5.138849392361111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:43:58.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": -1.831684027777778e-01,
    ""latitude"": 5.138847656250000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:43:59.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": -1.831814236111111e-01,
    ""latitude"": 5.138844835069445e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:44:00.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": -1.831770833333333e-01,
    ""latitude"": 5.138844835069445e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:44:01.000 Z""
  }
]","{
  ""acceleratorUsage"": ""High"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""High""
}",1.53,95,POTENTIAL
e25cd9019ed3c6d72,2bc051c9eb7b21de6c89588bc40ecf1d2bdbd4d590b7038b26ac79c25cbc4180,54.21,2025-04-28 10:22:44.000,2025-04-28 10:22:12.000,"{
  ""_id"": ""00CD4-9EE13-5DA92-4CC00-01200-3"",
  ""name"": ""Toyota Łódź"",
  ""nmsc"": ""tpl"",
  ""country"": ""pl""
}",5.83,Medium Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 1.953134114583333e+01,
    ""latitude"": 5.187763020833334e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:22:06.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 1.953139973958333e+01,
    ""latitude"": 5.187756727430556e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:22:07.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 1.953148437500000e+01,
    ""latitude"": 5.187748263888889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:22:08.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 1.953158637152778e+01,
    ""latitude"": 5.187737413194444e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:22:09.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 1.953167100694445e+01,
    ""latitude"": 5.187725694444445e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:22:10.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 1.953169487847222e+01,
    ""latitude"": 5.187721137152778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:22:11.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 1.953169704861111e+01,
    ""latitude"": 5.187721354166667e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:22:12.000 Z""
  }
]","{
  ""acceleratorUsage"": ""High"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Medium""
}",1.28,95,POTENTIAL
71095a99b07a8c762,2c16c398f6eed1ed829a6d4aa363daa21e24def59ecb6ab4a0010b5864834594,,2025-04-28 10:26:35.000,2025-04-28 09:36:57.000,"{
  ""_id"": ""00CD4-9EE45-EC123-D2800-01220-3"",
  ""name"": ""Toyota Gdynia"",
  ""nmsc"": ""tpl"",
  ""country"": ""pl""
}",,eCall,,"[
  {
    ""position"": 0,
    ""longitude"": 1.915053200000000e+01,
    ""latitude"": 5.420997100000000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:36:57.000 Z""
  }
]","{
  ""acceleratorUsage"": null,
  ""breakUsage"": null,
  ""steerUsage"": null
}",,,COLLISION_CONFIRMED
997d0efbaa65964c8,2e7213508c70df126c071c7e2fa1520981811ae3a0b1d080256d32e967d79acc,19.46,2025-04-28 09:03:14.000,2025-04-28 09:02:58.000,"{
  ""_id"": ""00CD6-6F333-6CF9A-5A800-01220-1"",
  ""name"": ""Toyota Chodzeń Warszawa Czerniakowska"",
  ""nmsc"": ""tpl"",
  ""country"": ""pl""
}",8.55,Severe Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 2.104911458333333e+01,
    ""latitude"": 5.220389105902778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:02:52.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 2.104914062500000e+01,
    ""latitude"": 5.220379123263889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:02:53.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 2.104916449652778e+01,
    ""latitude"": 5.220370225694445e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:02:54.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 2.104918619791667e+01,
    ""latitude"": 5.220361111111111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:02:55.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 2.104920138888889e+01,
    ""latitude"": 5.220351996527778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:02:56.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 2.104920355902778e+01,
    ""latitude"": 5.220346354166666e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:02:57.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 2.104920572916667e+01,
    ""latitude"": 5.220345486111111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:02:58.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""High""
}",1.71,100,POTENTIAL
50f336aea49ad0d15,300499364708abb929004563fd74dba3cf5b048defdb70a2bd2b7ef4f94a722b,10.34,2025-04-28 14:22:12.000,2025-04-28 14:22:06.000,"{
  ""_id"": ""00CD4-261B1-47B80-46A00-01340-3"",
  ""name"": ""WELLER Performance GmbH & Co. KG"",
  ""nmsc"": ""tdg"",
  ""country"": ""de""
}",8.39,Minor Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 14:22:00.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 14:22:01.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 14:22:02.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 14:22:03.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 14:22:04.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 14:22:05.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 14:22:06.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Low"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Low""
}",1.24,79,POTENTIAL
d083aa5b218b88d79,3403921671ebf9b299cb099ba60033f91bb7b028b032000ca9a8dc34b374ea2f,5.81,2025-04-28 19:07:25.000,2025-04-28 19:06:53.000,"{
  ""_id"": ""c24ac2f8-9ac6-400b-93c8-69b2bbd8cd6b"",
  ""name"": ""Hayes Toyota (Service & Parts)"",
  ""nmsc"": ""tgb"",
  ""country"": ""gb""
}",2.17,Minor Collision,Rear Impact,"[
  {
    ""position"": 0,
    ""longitude"": -4.295811631944444e-01,
    ""latitude"": 5.153711154513889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 19:06:47.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": -4.295920138888889e-01,
    ""latitude"": 5.153712456597222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 19:06:48.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": -4.295985243055556e-01,
    ""latitude"": 5.153714409722222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 19:06:49.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": -4.295876736111111e-01,
    ""latitude"": 5.153716145833334e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 19:06:50.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": -4.295659722222222e-01,
    ""latitude"": 5.153717013888889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 19:06:51.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": -4.295572916666667e-01,
    ""latitude"": 5.153717230902778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 19:06:52.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": -4.295529513888889e-01,
    ""latitude"": 5.153717230902778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 19:06:53.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""Medium"",
  ""steerUsage"": ""High""
}",1.51,71,POTENTIAL
927ae82bd7b1712c3,340ef6630def1dfb35f409e4ebed0e2af7a0da0b2c346b2e15b2940b72e6f096,0,2025-04-28 06:52:18.000,2025-04-28 06:50:34.000,"{
  ""_id"": ""2443c45d-e27d-4c14-9d90-0644b82a41cf"",
  ""name"": ""Toyota Rybnik Dobrygowski"",
  ""nmsc"": ""tpl"",
  ""country"": ""pl""
}",8.78,Severe Collision,Rear Impact,"[
  {
    ""position"": 0,
    ""longitude"": 1.892367187500000e+01,
    ""latitude"": 4.981322482638889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 06:50:28.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 1.892378906250000e+01,
    ""latitude"": 4.981325954861111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 06:50:29.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 1.892385633680556e+01,
    ""latitude"": 4.981327907986111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 06:50:30.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 1.892387152777778e+01,
    ""latitude"": 4.981328342013889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 06:50:31.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 1.892387369791667e+01,
    ""latitude"": 4.981328342013889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 06:50:32.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 1.892390625000000e+01,
    ""latitude"": 4.981329210069445e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 06:50:33.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 1.892393663194444e+01,
    ""latitude"": 4.981330078125000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 06:50:34.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Low"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Low""
}",1.51,100,POTENTIAL
4c3e4535173fe1587,3d56d18eadbf34b2e9723adebf75d6b77f9865a98f16f8b791d52bfb0ec2664d,0,2025-04-28 09:36:09.000,2025-04-28 09:31:13.000,"{
  ""_id"": ""00CD0-E9EAD-1797F-09800-01350-3"",
  ""name"": ""COBELSA, S.A. (Castellón) - Exposición y Taller"",
  ""nmsc"": ""tes"",
  ""country"": ""es""
}",7.6,Severe Collision,Rear Impact,"[
  {
    ""position"": 0,
    ""longitude"": -5.190104166666667e-02,
    ""latitude"": 3.997295572916666e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:31:07.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": -5.190538194444445e-02,
    ""latitude"": 3.997295789930556e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:31:08.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": -5.192274305555555e-02,
    ""latitude"": 3.997297092013889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:31:09.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": -5.192708333333333e-02,
    ""latitude"": 3.997297309027778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:31:10.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": -5.192274305555555e-02,
    ""latitude"": 3.997297309027778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:31:11.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": -5.193142361111111e-02,
    ""latitude"": 3.997297960069444e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:31:12.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": -5.192925347222222e-02,
    ""latitude"": 3.997298177083334e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:31:13.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Medium""
}",1.81,99,POTENTIAL
aa7efdcd29de964e8,46e84790e705c6100b6bb2e762324edcd3a524a5979b9bfbe7e5f521b2ab5cfd,20.06,2025-04-28 07:58:14.000,2025-04-28 07:57:49.000,"{
  ""_id"": ""00CD4-25FB8-A0D75-62A00-01220-3"",
  ""name"": ""Autohaus Ahrens GmbH"",
  ""nmsc"": ""tdg"",
  ""country"": ""de""
}",4.48,Medium Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 07:57:43.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 07:57:44.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 07:57:45.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 07:57:46.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 07:57:47.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 07:57:48.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 07:57:49.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Medium""
}",1.19,82,POTENTIAL
7ad873dd444ec8cd1,48078206a0febd6ce1dc382e5ad1b0e83825b95b6a056e8744fe62394384eb43,7.19,2025-04-28 12:40:16.000,2025-04-28 12:38:54.000,"{
  ""_id"": ""00CD6-2D976-17185-05C00-01350-1"",
  ""name"": ""Toyota Örebro"",
  ""nmsc"": ""tsw"",
  ""country"": ""se""
}",5.1,Severe Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 1.522738932291667e+01,
    ""latitude"": 5.929489800347222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 12:38:48.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 1.522742404513889e+01,
    ""latitude"": 5.929489149305556e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 12:38:49.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 1.522746527777778e+01,
    ""latitude"": 5.929487847222222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 12:38:50.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 1.522751085069445e+01,
    ""latitude"": 5.929486111111111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 12:38:51.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 1.522754991319444e+01,
    ""latitude"": 5.929484375000000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 12:38:52.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 1.522757378472222e+01,
    ""latitude"": 5.929483289930555e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 12:38:53.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 1.522758029513889e+01,
    ""latitude"": 5.929483072916667e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 12:38:54.000 Z""
  }
]","{
  ""acceleratorUsage"": ""High"",
  ""breakUsage"": ""Medium"",
  ""steerUsage"": ""Medium""
}",1.57,96,POTENTIAL
997d0efbaa65964c8,49cbcf1b7d8c26aad040d2fc37ec434226262a2c882e4f60e49a41cefebbebc6,13.24,2025-04-28 09:37:39.000,2025-04-28 09:37:14.000,"{
  ""_id"": ""00CD4-9EE43-0165F-19C00-01350-3"",
  ""name"": ""Toyota Częstochowa"",
  ""nmsc"": ""tpl"",
  ""country"": ""pl""
}",4.13,Medium Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 1.996073350694444e+01,
    ""latitude"": 5.085464626736111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:37:08.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 1.996073567708333e+01,
    ""latitude"": 5.085464626736111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:37:09.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 1.996073567708333e+01,
    ""latitude"": 5.085464626736111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:37:10.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 1.996076388888889e+01,
    ""latitude"": 5.085462239583333e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:37:11.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 1.996079427083333e+01,
    ""latitude"": 5.085459852430556e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:37:12.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 1.996079644097222e+01,
    ""latitude"": 5.085458984375000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:37:13.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 1.996078993055556e+01,
    ""latitude"": 5.085458984375000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:37:14.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""High""
}",1.31,99,POTENTIAL
3c7f137123c0248d5,4f8c5feadcc440fb0d79c59b2bfc92608644c57bf6e2a092f771fe2fc995eef8,8.15,2025-04-28 08:58:06.000,2025-04-28 08:57:52.000,"{
  ""_id"": ""a10d6238-7945-4dc4-9a24-d02472ed569a"",
  ""name"": ""Jemca (Bromley)"",
  ""nmsc"": ""tgb"",
  ""country"": ""gb""
}",4.13,Medium Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:57:46.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:57:47.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:57:48.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:57:49.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:57:50.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:57:51.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:57:52.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Medium""
}",1.19,89,POTENTIAL
7da67fbfe7b49694f,5006e38480243313d52dac990435970b01bdb80f2f8ceb79740769fd018ea972,5.11,2025-04-28 12:31:12.000,2025-04-28 12:28:44.000,"{
  ""_id"": ""fe50521f-a5bc-4b1f-8e55-e42eeb159165"",
  ""name"": ""SUPRA GAMBOA S.A. (Móstoles) - Exposición y Taller"",
  ""nmsc"": ""tes"",
  ""country"": ""es""
}",4.01,Medium Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": -3.851256510416667e+00,
    ""latitude"": 4.031558810763889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 12:28:38.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": -3.851247829861111e+00,
    ""latitude"": 4.031560329861111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 12:28:39.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": -3.851243489583333e+00,
    ""latitude"": 4.031561197916667e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 12:28:40.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": -3.851236979166667e+00,
    ""latitude"": 4.031562282986111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 12:28:41.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": -3.851232638888889e+00,
    ""latitude"": 4.031562934027778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 12:28:42.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": -3.851232638888889e+00,
    ""latitude"": 4.031562934027778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 12:28:43.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": -3.851230468750000e+00,
    ""latitude"": 4.031562717013889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 12:28:44.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Low"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Low""
}",1.47,91,POTENTIAL
