_ID,COUNTRYCODE,VIN,WARNING_WARNINGLIGHTTYPE_CODE,WARNING_WARNINGLIGHTTYPE_DESCRIPTION,WARNING_WARNINGLIGHTTYPE_SYMBOL,WARNING_WARNINGLIGHTTYPE_PRIORITY,WARNING_TIMESTAMP,WARNING_MILEAGE_VALUE,WARNING_MILEAGE_UNIT,PRIORITY
VF4009307863-02-035,gb,d9550c8e8e4dd8eba,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 17:57:14.000,31133,MI,Major
VF4009308779-01-034,it,32881121e5008d8e0,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 18:12:34.000,62437,KM,Minor
VF4009266216-02-035,it,af13318e1e64b7008,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 10:29:08.000,52762,KM,Major
VF4009252677-01-034,fr,e2137c7a00e58d275,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 08:17:56.000,14264,KM,Minor
VF4009281096-01-004,it,cdcdf5b2c49bcaa13,47,High Engine Coolant Temperature,WTPW,1,2024-08-02 12:59:51.000,26143,KM,Critical
VF4009281096-03-004,it,2e378ae1abd63536a,47,High Engine Coolant Temperature,WTPW,1,2024-08-02 15:33:49.000,26246,KM,Critical
VF4008005775-01-034,fr,946d3554547e141ab,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 08:03:27.000,28793,KM,Minor
VF4008399078-02-033,pl,d9550c8e8e4dd8eba,11,Check Engine,ENGW,2,2024-08-02 05:46:34.000,8571,KM,Major
VF4009298553-01-006,es,9fe952e0af4f22fa3,46,Automatic High Beam System,SMBW,2,2024-08-02 15:53:59.000,8486,KM,Major
VF4009298553-01-134,es,32579f20253685539,103,Pre-Collision System,MET_PCSW,2,2024-08-02 15:53:59.000,8486,KM,Major
VF4009298553-01-138,es,c3f525e33afb4ab65,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 15:53:59.000,8486,KM,Major
VF4009298553-01-173,es,15dbf9bca3fff9b89,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 15:53:59.000,8486,KM,Minor
VF4009298929-01-006,es,3c7424af461f18133,46,Automatic High Beam System,SMBW,2,2024-08-02 15:58:24.000,8486,KM,Major
VF4009283341-01-099,it,9aa9ce1616401c24d,13,Vehicle Stability Control System,VSCW,2,2024-08-02 13:22:35.000,15033,KM,Major
VF4009279075-01-099,it,fe2e2a3397f12a202,13,Vehicle Stability Control System,VSCW,2,2024-08-02 12:40:02.000,13309,KM,Major
VF4009261834-01-099,es,a91c394a5fe0ab096,13,Vehicle Stability Control System,VSCW,2,2024-08-02 09:46:36.000,8045,KM,Major
VF4009294597-01-035,nl,f6eb89303336922ee,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 15:13:00.000,15054,KM,Major
VF4009315632-01-035,it,9982fd6aedc8f4ad5,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 21:38:25.000,15042,KM,Major
VF4009273436-01-099,pl,c7a1df5df66b2b03c,13,Vehicle Stability Control System,VSCW,2,2024-08-02 11:41:55.000,4460,KM,Major
VF4009271453-01-034,dk,ed6f38fc735f1c836,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 11:20:45.000,13994,KM,Minor
VF4009239343-01-035,be,c0d1a931a2e6a0be9,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 05:38:58.000,15049,KM,Major
VF4009296876-01-112,fr,4dbe8ad31537e6f8d,38,Tire low pressure warning,TILW,4,2024-08-02 15:36:28.000,1716,KM,Information
VF4009299993-01-173,fr,fa0374c5ad08e6626,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 16:10:22.000,1728,KM,Minor
VF4009245120-01-112,it,3dca7245de344bb5a,38,Tire low pressure warning,TILW,4,2024-08-02 06:54:43.000,1809,KM,Information
VF4009248283-01-035,de,7c59f08b78192f98a,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 07:30:37.000,15294,KM,Major
VF4009314849-01-112,cz,a3a20093aff461b76,38,Tire low pressure warning,TILW,4,2024-08-02 21:02:49.000,2725,KM,Information
VF4009265920-01-173,gb,f38493b939ddbfdb5,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 10:25:59.000,587,MI,Minor
VF4009266175-01-173,gb,8d7fac5b9fae0c1be,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 10:28:29.000,587,MI,Minor
VF4009266559-01-173,gb,25366fa0c7979cf45,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 10:31:59.000,587,MI,Minor
VF4009266766-01-173,gb,e3f67149a5f424e2c,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 10:33:57.000,587,MI,Minor
VF4009266880-01-173,gb,d89fe33748043ca4e,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 10:35:12.000,587,MI,Minor
VF4009266955-01-173,gb,fd67c0c15a79bbec2,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 10:35:55.000,587,MI,Minor
VF4009268434-01-173,gb,f895fc67b7f381e6c,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 10:50:39.000,587,MI,Minor
VF4009242120-01-112,nl,a39426afc6c9f5a19,38,Tire low pressure warning,TILW,4,2024-08-02 06:17:11.000,4718,KM,Information
VF4009263553-01-112,pl,6a2bc0a64eb4d3efb,38,Tire low pressure warning,TILW,4,2024-08-02 10:03:08.000,2210,KM,Information
VF4009259679-01-112,gb,f38493b939ddbfdb5,38,Tire low pressure warning,TILW,4,2024-08-02 09:25:56.000,65,MI,Information
VF4009281165-01-099,,c0d1a931a2e6a0be9,13,Vehicle Stability Control System,VSCW,2,2024-08-02 13:00:13.000,1,KM,Major
VF4009281165-01-101,,d083aa5b218b88d79,73,Secondary Crash Brake System,MCMW,2,2024-08-02 13:00:13.000,1,KM,Major
VF4009281180-01-099,,fd67c0c15a79bbec2,13,Vehicle Stability Control System,VSCW,2,2024-08-02 13:00:52.000,1,KM,Major
VF4009281180-01-101,,38017f1b438204e38,73,Secondary Crash Brake System,MCMW,2,2024-08-02 13:00:52.000,1,KM,Major
VF4009281180-01-112,,fd67c0c15a79bbec2,38,Tire low pressure warning,TILW,4,2024-08-02 13:00:52.000,1,KM,Information
VF4009281650-02-112,,7d8abae8b18591ada,38,Tire low pressure warning,TILW,4,2024-08-02 13:13:11.000,1,KM,Information
VF4009265287-01-173,fr,4d14df2bfa5d9e9e8,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 10:20:08.000,71,KM,Minor
VF4009265287-03-173,fr,af13318e1e64b7008,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 10:20:47.000,71,KM,Minor
VF4009277421-01-099,fr,a67f5eaad6e3c87f3,13,Vehicle Stability Control System,VSCW,2,2024-08-02 12:22:58.000,,,Major
VF4009277421-01-101,fr,831981ba3bba1e851,73,Secondary Crash Brake System,MCMW,2,2024-08-02 12:22:58.000,,,Major
VF4009277503-01-112,fr,d25592ca9a95e57e2,38,Tire low pressure warning,TILW,4,2024-08-02 12:23:49.000,,,Information
VF4009288477-01-112,fr,c7a1df5df66b2b03c,38,Tire low pressure warning,TILW,4,2024-08-02 14:12:38.000,2,KM,Information
VF4009289366-01-112,gb,927ae82bd7b1712c3,38,Tire low pressure warning,TILW,4,2024-08-02 14:21:29.000,188,MI,Information
VF4009256087-01-099,,831981ba3bba1e851,13,Vehicle Stability Control System,VSCW,2,2024-08-02 08:51:46.000,,,Major
VF4009256087-01-101,,046e06d08a745e82c,73,Secondary Crash Brake System,MCMW,2,2024-08-02 08:51:46.000,,,Major
VF4009256087-01-112,,d25592ca9a95e57e2,38,Tire low pressure warning,TILW,4,2024-08-02 08:51:46.000,,,Information
VF4009257556-01-112,,b4eedf7386ddff283,38,Tire low pressure warning,TILW,4,2024-08-02 09:06:13.000,28,KM,Information
VF4009269379-01-141,it,d5c5b5cd608737222,66,Brake over ride system warning,BOSW,2,2024-08-02 11:00:11.000,21783,KM,Major
VF4009270257-01-141,it,9fe952e0af4f22fa3,66,Brake over ride system warning,BOSW,2,2024-08-02 11:09:10.000,21783,KM,Major
VF4009247163-01-035,gb,6b60147ff22310920,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 07:18:30.000,79799,MI,Major
VF4009261427-01-035,gb,e13bcde175e7464ff,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 09:42:19.000,10039,MI,Major
VF4009244249-01-034,hu,4c3e4535173fe1587,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 06:43:55.000,44750,KM,Minor
VF4009284395-01-035,it,7b12387fbb0db2386,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 13:32:56.000,30811,KM,Major
VF4009248110-01-006,nl,f8963314460f4a182,46,Automatic High Beam System,SMBW,2,2024-08-02 07:28:38.000,9199,KM,Major
VF4009248110-01-134,nl,fd67c0c15a79bbec2,103,Pre-Collision System,MET_PCSW,2,2024-08-02 07:28:38.000,9199,KM,Major
VF4009248110-01-138,nl,194e7f94ddc0079ce,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 07:28:38.000,9199,KM,Major
VF4009280565-01-002,nl,2039dd774b91049c2,23,SRS Airbag System,FSRS,2,2024-08-02 12:54:54.000,9199,KM,Major
VF4009280565-01-101,nl,8d7fac5b9fae0c1be,73,Secondary Crash Brake System,MCMW,2,2024-08-02 12:54:54.000,9199,KM,Major
VF4009307441-01-034,fr,eb0a9c56d5a83022b,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 17:50:25.000,14038,KM,Minor
VF4009304519-01-034,fr,fd56f30f183aea35d,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 17:05:55.000,14237,KM,Minor
VF4009306034-01-099,,be41f3b04a7a668c0,13,Vehicle Stability Control System,VSCW,2,2024-08-02 17:28:04.000,12426,KM,Major
VF4009311214-01-034,gb,15dbf9bca3fff9b89,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 19:03:47.000,9606,MI,Minor
VF4009270389-01-033,gb,a1dc37c37eb5ae11b,11,Check Engine,ENGW,2,2024-08-02 11:10:28.000,2343,MI,Major
VF4009270389-01-099,gb,dde289b49079aad2d,13,Vehicle Stability Control System,VSCW,2,2024-08-02 11:10:28.000,2343,MI,Major
VF4009270389-01-101,gb,5d2be59f5d9ba52ef,73,Secondary Crash Brake System,MCMW,2,2024-08-02 11:10:28.000,2343,MI,Major
VF4009270389-01-134,gb,37c34a3b125b4f756,103,Pre-Collision System,MET_PCSW,2,2024-08-02 11:10:28.000,2343,MI,Major
VF4009270389-02-148,gb,32881121e5008d8e0,40,Automatic Speed Limiter warning,ASLW,2,2024-08-02 11:16:19.000,2343,MI,Major
VF4009314201-01-112,it,d414f6213dba67e4e,38,Tire low pressure warning,TILW,4,2024-08-02 20:34:34.000,3304,KM,Information
VF4009290783-01-112,fr,574a18946a8db42cb,38,Tire low pressure warning,TILW,4,2024-08-02 14:35:20.000,6902,KM,Information
VF4009238022-01-112,hu,7b12387fbb0db2386,38,Tire low pressure warning,TILW,4,2024-08-02 05:17:30.000,2676,KM,Information
VF4009304604-02-112,pl,927ae82bd7b1712c3,38,Tire low pressure warning,TILW,4,2024-08-02 17:08:30.000,1552,KM,Information
VF4009305449-02-112,pl,c0d1a931a2e6a0be9,38,Tire low pressure warning,TILW,4,2024-08-02 17:20:24.000,1552,KM,Information
VF4009308088-02-112,pl,b2386fafff892f2b2,38,Tire low pressure warning,TILW,4,2024-08-02 18:01:37.000,1557,KM,Information
VF4009309161-02-112,pl,37c34a3b125b4f756,38,Tire low pressure warning,TILW,4,2024-08-02 18:20:05.000,1559,KM,Information
VF4009300021-01-112,fr,7c59f08b78192f98a,38,Tire low pressure warning,TILW,4,2024-08-02 16:10:41.000,3221,KM,Information
VF4009244242-01-112,nl,81f1c73c7790ef072,38,Tire low pressure warning,TILW,4,2024-08-02 06:43:48.000,2695,KM,Information
VF4009137227-02-173,pl,05e519d4ac8e938a7,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:48:28.000,3489,KM,Minor
VF4009137227-04-173,pl,e25cd9019ed3c6d72,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 10:24:06.000,3490,KM,Minor
VF4009261346-01-173,de,1001e3da1ee0a4e7c,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:41:42.000,1987,KM,Minor
VF4009287199-01-112,it,49cf9437be7e344da,38,Tire low pressure warning,TILW,4,2024-08-02 14:00:14.000,1,KM,Information
VF4009313063-01-034,it,0ec9dbc1eb27edd0c,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 19:55:20.000,14402,KM,Minor
VF4009302757-01-035,de,a91c394a5fe0ab096,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 16:43:57.000,19779,KM,Major
VF4009282303-01-134,fr,79630d67a81c1fba3,103,Pre-Collision System,MET_PCSW,2,2024-08-02 13:12:20.000,10997,KM,Major
VF4009282303-01-138,fr,0ec9dbc1eb27edd0c,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 13:12:20.000,10997,KM,Major
VF4009282303-01-173,fr,fe2e2a3397f12a202,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:12:20.000,10997,KM,Minor
VF4009273738-01-034,it,3445bf8fa4f4abe9f,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 11:45:04.000,41678,KM,Minor
VF4009285458-01-134,it,cd168ffecf6799472,103,Pre-Collision System,MET_PCSW,2,2024-08-02 13:43:06.000,41696,KM,Major
VF4009285458-01-138,it,e25cd9019ed3c6d72,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 13:43:06.000,41696,KM,Major
VF4009285458-01-173,it,eb0a9c56d5a83022b,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:43:06.000,41696,KM,Minor
VF4009293057-01-035,it,1c08b156ed0e8ad65,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 14:57:45.000,44368,KM,Major
VF4009312560-01-034,it,61c86d8aca107fa70,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 19:40:38.000,42961,KM,Minor
VF4009300812-02-035,fr,3c7424af461f18133,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 16:20:06.000,19359,KM,Major
VF4009243878-01-002,pl,d55e1fb68d84e3e52,23,SRS Airbag System,FSRS,2,2024-08-02 06:39:19.000,13423,KM,Major
VF4009243878-01-134,pl,f6eb89303336922ee,103,Pre-Collision System,MET_PCSW,2,2024-08-02 06:39:19.000,13423,KM,Major
VF4009243878-01-138,pl,9982fd6aedc8f4ad5,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 06:39:19.000,13423,KM,Major
VF4009278068-01-035,pl,d4945af0179efd6ef,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 12:29:46.000,29213,KM,Major
VF4009316701-01-035,ro,d083aa5b218b88d79,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 22:48:20.000,80654,KM,Major
VF4009259535-01-034,it,946d3554547e141ab,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 09:24:09.000,41029,KM,Minor
VF4009296959-01-002,it,e25cd9019ed3c6d72,23,SRS Airbag System,FSRS,2,2024-08-02 15:37:06.000,25429,KM,Major
VF4009296959-01-134,it,e3f67149a5f424e2c,103,Pre-Collision System,MET_PCSW,2,2024-08-02 15:37:06.000,25429,KM,Major
VF4009296959-01-135,it,1001e3da1ee0a4e7c,42,Intuitive Parking Assist System,CSOW,2,2024-08-02 15:37:06.000,25429,KM,Major
VF4009296959-01-138,it,d25592ca9a95e57e2,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 15:37:06.000,25429,KM,Major
VF4009296959-02-002,it,d13092c457fbbad5a,23,SRS Airbag System,FSRS,2,2024-08-02 15:43:07.000,25429,KM,Major
VF4009296959-02-134,it,9fe952e0af4f22fa3,103,Pre-Collision System,MET_PCSW,2,2024-08-02 15:43:07.000,25429,KM,Major
VF4009296959-02-138,it,cd168ffecf6799472,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 15:43:07.000,25429,KM,Major
VF4009271848-01-099,fr,38017f1b438204e38,13,Vehicle Stability Control System,VSCW,2,2024-08-02 11:24:44.000,5122,KM,Major
VF4009306471-01-035,de,cd168ffecf6799472,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 17:35:20.000,33816,KM,Major
VF4009286225-01-034,it,cdcdf5b2c49bcaa13,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 13:50:24.000,14269,KM,Minor
VF4009249185-01-034,gb,b4eedf7386ddff283,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 07:40:43.000,9524,MI,Minor
VF4009237273-01-035,fr,71095a99b07a8c762,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 05:03:42.000,15201,KM,Major
VF4009257887-01-173,it,822cfa8d08309cd05,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:09:27.000,4837,KM,Minor
VF4009274276-01-112,de,31c257d86a4fa4e66,38,Tire low pressure warning,TILW,4,2024-08-02 11:50:25.000,5909,KM,Information
VF4009258755-01-112,it,9fe952e0af4f22fa3,38,Tire low pressure warning,TILW,4,2024-08-02 09:17:16.000,4486,KM,Information
VF4009250038-01-112,gr,04bbf9b500dffa8e3,38,Tire low pressure warning,TILW,4,2024-08-02 07:50:07.000,11620,KM,Information
VF4009247866-01-099,fr,a5c72261a68d54580,13,Vehicle Stability Control System,VSCW,2,2024-08-02 07:26:00.000,,,Major
VF4009247866-01-101,fr,c394628c963b4467a,73,Secondary Crash Brake System,MCMW,2,2024-08-02 07:26:00.000,,,Major
VF4009247939-01-112,fr,61c86d8aca107fa70,38,Tire low pressure warning,TILW,4,2024-08-02 07:26:52.000,,,Information
VF4009248237-01-112,fr,9aa9ce1616401c24d,38,Tire low pressure warning,TILW,4,2024-08-02 07:30:06.000,1,KM,Information
VF4009249193-01-112,fr,b4eedf7386ddff283,38,Tire low pressure warning,TILW,4,2024-08-02 07:40:45.000,1,KM,Information
VF4009262388-01-099,,2a6e437bc4a28c087,13,Vehicle Stability Control System,VSCW,2,2024-08-02 09:52:13.000,1,KM,Major
VF4009262388-01-101,,9982fd6aedc8f4ad5,73,Secondary Crash Brake System,MCMW,2,2024-08-02 09:52:13.000,1,KM,Major
VF4009262456-01-112,,997d0efbaa65964c8,38,Tire low pressure warning,TILW,4,2024-08-02 09:52:32.000,1,KM,Information
VF4009249580-02-173,fr,f27088b9f59e867aa,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 07:44:57.000,404,KM,Minor
VF4009243321-01-173,fr,79630d67a81c1fba3,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 06:32:01.000,157,KM,Minor
VF4009287566-01-099,,9aa9ce1616401c24d,13,Vehicle Stability Control System,VSCW,2,2024-08-02 14:03:50.000,,,Major
VF4009287566-01-101,,9aa9ce1616401c24d,73,Secondary Crash Brake System,MCMW,2,2024-08-02 14:03:50.000,,,Major
VF4009287566-01-112,,85bc19ddc6d0a0f5a,38,Tire low pressure warning,TILW,4,2024-08-02 14:03:50.000,,,Information
VF4009291214-01-099,,fd56f30f183aea35d,13,Vehicle Stability Control System,VSCW,2,2024-08-02 14:39:25.000,,,Major
VF4009291214-01-101,,13f86f605909c85d9,73,Secondary Crash Brake System,MCMW,2,2024-08-02 14:39:25.000,,,Major
VF4009291286-01-112,,37c34a3b125b4f756,38,Tire low pressure warning,TILW,4,2024-08-02 14:40:14.000,,,Information
VF4009241188-01-034,gb,f895fc67b7f381e6c,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 06:05:07.000,19752,MI,Minor
VF4009256990-02-035,de,639d617de4ddf7562,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 09:00:33.000,43458,KM,Major
VF4006063580-02-002,de,32579f20253685539,23,SRS Airbag System,FSRS,2,2024-08-02 05:29:09.000,24713,KM,Major
VF4006063580-02-134,de,15c96d4371ea582f4,103,Pre-Collision System,MET_PCSW,2,2024-08-02 05:29:09.000,24713,KM,Major
VF4006063580-02-138,de,04bbf9b500dffa8e3,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 05:29:09.000,24713,KM,Major
VF4009251114-01-002,gb,32579f20253685539,23,SRS Airbag System,FSRS,2,2024-08-02 07:58:09.000,32594,MI,Major
VF4009251114-01-134,gb,3c7f137123c0248d5,103,Pre-Collision System,MET_PCSW,2,2024-08-02 07:58:09.000,32594,MI,Major
VF4009251114-01-138,gb,c7a1df5df66b2b03c,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 07:58:09.000,32594,MI,Major
VF4009258262-01-099,pl,eb0a9c56d5a83022b,13,Vehicle Stability Control System,VSCW,2,2024-08-02 09:12:51.000,18313,KM,Major
VF4009302500-01-034,it,31c257d86a4fa4e66,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 16:40:48.000,28616,KM,Minor
VF4009311502-01-035,it,fe2e2a3397f12a202,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 19:10:19.000,44400,KM,Major
VF4009285438-01-034,gb,c31a61948ef87a723,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 13:42:58.000,42114,MI,Minor
VF4009308908-01-035,nl,f27088b9f59e867aa,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 18:14:38.000,30621,KM,Major
VF4009253258-01-034,fr,04bbf9b500dffa8e3,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 08:23:52.000,29764,KM,Minor
VF4009256419-02-098,it,3d08c38acfa4f6bfe,12,Anti-Lock Brake System,ABSW,2,2024-08-02 08:55:08.000,19977,KM,Major
VF4009256419-02-099,it,fa0374c5ad08e6626,13,Vehicle Stability Control System,VSCW,2,2024-08-02 08:55:08.000,19977,KM,Major
VF4009256419-02-101,it,a91c394a5fe0ab096,73,Secondary Crash Brake System,MCMW,2,2024-08-02 08:55:08.000,19977,KM,Major
VF4009256419-02-134,it,8d7caa350a35c4f0f,103,Pre-Collision System,MET_PCSW,2,2024-08-02 08:55:08.000,19977,KM,Major
VF4009265557-01-034,gb,9982fd6aedc8f4ad5,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 10:22:28.000,9523,MI,Minor
VF4009255276-01-034,gb,0760b4c3540b7100c,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 08:44:02.000,9656,MI,Minor
VF4009281001-01-035,gb,ed6f38fc735f1c836,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 12:59:45.000,10030,MI,Major
VF4009282200-01-099,,97d3bb87f2607e391,13,Vehicle Stability Control System,VSCW,2,2024-08-02 13:11:08.000,,,Major
VF4009282200-01-101,,822cfa8d08309cd05,73,Secondary Crash Brake System,MCMW,2,2024-08-02 13:11:08.000,,,Major
VF4009282200-01-112,,822cfa8d08309cd05,38,Tire low pressure warning,TILW,4,2024-08-02 13:11:08.000,,,Information
VF4009302921-01-099,de,6e6ae8407a23e31ec,13,Vehicle Stability Control System,VSCW,2,2024-08-02 16:45:51.000,2942,KM,Major
VF4009276751-01-112,nl,be41f3b04a7a668c0,38,Tire low pressure warning,TILW,4,2024-08-02 12:16:02.000,1464,KM,Information
VF4009293172-01-112,fr,3c7424af461f18133,38,Tire low pressure warning,TILW,4,2024-08-02 14:58:59.000,13,KM,Information
VF4009277408-01-034,gb,31c257d86a4fa4e66,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 12:22:50.000,9539,MI,Minor
VF4009235988-02-173,es,c0d1a931a2e6a0be9,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 04:35:00.000,734,KM,Minor
VF4009235442-02-173,it,25366fa0c7979cf45,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 04:19:31.000,349,KM,Minor
VF4009299773-02-173,it,d55e1fb68d84e3e52,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 16:08:14.000,351,KM,Minor
VF4009253947-01-173,gb,c394628c963b4467a,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 08:30:36.000,1090,MI,Minor
VF4009284833-01-173,it,7da67fbfe7b49694f,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:37:00.000,1124,KM,Minor
VF4009285290-01-173,it,adf46ab369a553cb6,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:41:32.000,1124,KM,Minor
VF4009286587-02-173,it,15fdb37eb5e8e3812,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:54:24.000,1124,KM,Minor
VF4009286587-04-173,it,cd168ffecf6799472,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:55:17.000,1124,KM,Minor
VF4009302745-01-173,it,005d114ff55c36c0f,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 16:43:47.000,245,KM,Minor
VF4009302745-03-173,it,8d7fac5b9fae0c1be,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 16:44:36.000,245,KM,Minor
VF4009302888-01-173,it,f27088b9f59e867aa,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 16:45:17.000,245,KM,Minor
VF4009235570-01-112,it,822cfa8d08309cd05,38,Tire low pressure warning,TILW,4,2024-08-02 04:23:39.000,153,KM,Information
VF4009295670-01-099,,37c34a3b125b4f756,13,Vehicle Stability Control System,VSCW,2,2024-08-02 15:23:15.000,,,Major
VF4009295670-01-101,,927ae82bd7b1712c3,73,Secondary Crash Brake System,MCMW,2,2024-08-02 15:23:15.000,,,Major
VF4009295670-01-112,,dde289b49079aad2d,38,Tire low pressure warning,TILW,4,2024-08-02 15:23:15.000,,,Information
VF4009297790-01-112,,b34bff266953ac2cd,38,Tire low pressure warning,TILW,4,2024-08-02 15:45:46.000,1,KM,Information
VF4009248668-01-112,,d13092c457fbbad5a,38,Tire low pressure warning,TILW,4,2024-08-02 07:34:57.000,,,Information
VF4009248520-01-112,,a5c72261a68d54580,38,Tire low pressure warning,TILW,4,2024-08-02 07:33:11.000,1,KM,Information
VF4009266139-01-006,it,32881121e5008d8e0,46,Automatic High Beam System,SMBW,2,2024-08-02 10:28:03.000,26774,KM,Major
VF4009266139-01-134,it,97d3bb87f2607e391,103,Pre-Collision System,MET_PCSW,2,2024-08-02 10:28:03.000,26774,KM,Major
VF4009266139-01-138,it,5ff58d4072629a980,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 10:28:03.000,26774,KM,Major
VF4009243642-01-034,fr,dd7f66ceaad355395,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 06:36:19.000,31278,KM,Minor
VF4009317187-01-034,ro,88b0900a9cfdbf53b,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 23:35:13.000,71758,KM,Minor
VF4009239928-01-035,it,4cbd18f2bc50c64cf,27,Engine Oil Maintenance Required,OMDW,2,2024-08-02 05:47:48.000,30276,KM,Major
VF4009298838-01-034,it,cdcdf5b2c49bcaa13,15,Engine Oil Maintenance Required Soon,OMPW,3,2024-08-02 15:57:16.000,28930,KM,Minor
VF4009237045-01-037,pl,78ef853b83b6f2abb,19,Low Engine Oil Pressure,OPW,1,2024-08-02 04:59:13.000,11464,KM,Critical
VF4009294338-01-006,it,d89fe33748043ca4e,46,Automatic High Beam System,SMBW,2,2024-08-02 15:10:17.000,16435,KM,Major
VF4009294338-01-134,it,9fe952e0af4f22fa3,103,Pre-Collision System,MET_PCSW,2,2024-08-02 15:10:17.000,16435,KM,Major
VF4009294338-01-138,it,71095a99b07a8c762,105,Lane Departure Alert System,MET_LDW,2,2024-08-02 15:10:17.000,16435,KM,Major
